service_date,day_type,bus_boardings,rail_boardings,total_rides
9/19/24,W,652616,478448,1131064
9/20/24,W,622603,444850,1067453
9/21/24,A,433756,343362,777118
9/22/24,U,271129,219586,490715
9/23/24,W,613582,407176,1020758
9/24/24,W,582939,434551,1017490
9/25/24,W,669879,472330,1142209
9/26/24,W,659106,474890,1133996
9/27/24,W,564419,418093,982512
9/28/24,A,384642,312755,697397
9/29/24,U,312714,246922,559636
9/30/24,W,619994,406220,1026214
10/1/24,W,675858,457355,1133213
10/2/24,W,663546,452173,1115719
10/3/24,W,670461,454449,1124910
10/4/24,W,619444,409598,1029042
10/5/24,A,431370,318359,749729
10/6/24,U,336190,248486,584676
10/7/24,W,623133,406230,1029363
10/8/24,W,652969,459661,1112630
10/9/24,W,661361,467517,1128878
10/10/24,W,650278,485221,1135499
10/11/24,W,624145,456909,1081054
10/12/24,A,427732,369877,797609
10/13/24,U,280965,466771,747736
10/14/24,W,486971,384342,871313
10/15/24,W,582685,444249,1026934
10/16/24,W,652964,462121,1115085
10/17/24,W,650082,466090,1116172
10/18/24,W,627426,413404,1040830
10/19/24,A,425987,354109,780096
10/20/24,U,321239,239392,560631
10/21/24,W,619582,403752,1023334
10/22/24,W,642373,451887,1094260
10/23/24,W,653689,461471,1115160
10/24/24,W,654696,465121,1119817
10/25/24,W,611655,408835,1020490
10/26/24,A,427475,296326,723801
10/27/24,U,312965,215594,528559
10/28/24,W,611041,389359,1000400
10/29/24,W,652674,444706,1097380
10/30/24,W,657942,451915,1109857
10/31/24,W,605292,425596,1030888
11/1/24,W,618998,381782,1000780
11/2/24,A,410559,281277,691836
11/3/24,U,267845,227887,495732
11/4/24,W,553515,383217,936732
11/5/24,W,519574,379110,898684
11/6/24,W,631969,427995,1059964
11/7/24,W,644506,450680,1095186
11/8/24,W,601808,396291,998099
11/9/24,A,391070,288855,679925
11/10/24,U,306889,232420,539309
11/11/24,W,556273,358572,914845
11/12/24,W,640199,437888,1078087
11/13/24,W,633647,434362,1068009
11/14/24,W,620448,439564,1060012
11/15/24,W,603141,397040,1000181
11/16/24,A,399551,316374,715925
11/17/24,U,308995,233733,542728
11/18/24,W,565097,383053,948150
11/19/24,W,639269,439683,1078952
11/20/24,W,625498,428958,1054456
11/21/24,W,539977,414493,954470
11/22/24,W,583958,431451,1015409
11/23/24,A,384030,340935,724965
11/24/24,U,301518,222021,523539
11/25/24,W,512387,344627,857014
11/26/24,W,518470,356826,875296
11/27/24,W,477247,308919,786166
11/28/24,U,190991,132382,323373
11/29/24,W,344005,224635,568640
11/30/24,A,308864,217565,526429
12/1/24,U,251107,175212,426319
12/2/24,W,554092,349175,903267
12/3/24,W,607733,405908,1013641
12/4/24,W,600576,411039,1011615
12/5/24,W,564481,401576,966057
12/6/24,W,559457,371522,930979
12/7/24,A,384908,286352,671260
12/8/24,U,310160,216292,526452
12/9/24,W,585535,364276,949811
12/10/24,W,597740,406353,1004093
12/11/24,W,580091,398016,978107
12/12/24,W,481459,350852,832311
12/13/24,W,521773,360766,882539
12/14/24,A,347954,262799,610753
12/15/24,U,277186,198006,475192
12/16/24,W,551435,342529,893964
12/17/24,W,582711,391307,974018
12/18/24,W,577854,382314,960168
12/19/24,W,552524,373795,926319
12/20/24,W,509530,326711,836241
12/21/24,A,346988,234439,581427
12/22/24,U,271433,188272,459705
12/23/24,W,425982,267754,693736
12/24/24,W,341225,181487,522712
12/25/24,U,146592,86287,232879
12/26/24,W,366721,225335,592056
12/27/24,W,394689,245475,640164
12/28/24,A,348599,222891,571490
12/29/24,U,231003,158657,389660
12/30/24,W,447644,285475,733119
12/31/24,W,386206,281447,667653
