service_date,day_type,bus_boardings,rail_boardings,total_rides
9/1/17,W,827394,760661,1588055
1/17/15,A,539500,417756,957256
1/12/15,W,871183,738697,1609880
1/31/15,A,551745,419577,971322
1/20/15,W,913930,754946,1668876
1/18/15,U,391445,300710,692155
1/2/15,W,656375,527583,1183958
1/29/15,W,898174,760217,1658391
1/6/15,W,771953,679913,1451866
1/21/15,W,905178,756860,1662038
1/27/15,W,913448,764457,1677905
1/1/15,U,300426,287754,588180
1/16/15,W,898222,748177,1646399
1/13/15,W,881226,743774,1625000
1/10/15,A,435672,352140,787812
1/8/15,W,558275,579994,1138269
1/5/15,W,753918,657877,1411795
1/4/15,U,330082,267676,597758
1/15/15,W,899363,760336,1659699
1/14/15,W,885449,742410,1627859
1/23/15,W,902567,747376,1649943
1/24/15,A,538766,415123,953889
1/19/15,W,597347,502376,1099723
1/30/15,W,933971,754968,1688939
1/3/15,A,441327,340135,781462
1/11/15,U,349027,279494,628521
1/28/15,W,922297,763680,1685977
1/9/15,W,715334,639901,1355235
1/22/15,W,903230,761705,1664935
1/25/15,U,339402,279154,618556
1/26/15,W,896430,738965,1635395
1/7/15,W,508815,509075,1017890
2/27/15,W,903421,736663,1640084
2/4/15,W,957218,791399,1748617
2/11/15,W,966071,770885,1736956
2/14/15,A,514916,380652,895568
2/26/15,W,857402,755359,1612761
2/15/15,U,336299,276160,612459
2/25/15,W,905748,752497,1658245
2/3/15,W,947457,806148,1753605
2/7/15,A,600789,439214,1040003
2/8/15,U,399923,298701,698624
2/2/15,W,632367,563770,1196137
2/21/15,A,565948,410400,976348
2/19/15,W,576326,575180,1151506
2/23/15,W,857014,700742,1557756
2/5/15,W,932148,780378,1712526
2/22/15,U,378733,299663,678396
2/9/15,W,936475,750136,1686611
2/17/15,W,912529,745575,1658104
2/24/15,W,901872,728674,1630546
2/28/15,A,542479,405241,947720
2/13/15,W,911949,740559,1652508
2/6/15,W,959648,768091,1727739
2/12/15,W,883395,729249,1612644
2/10/15,W,965833,772727,1738560
2/16/15,W,652807,547767,1200574
2/20/15,W,847700,697600,1545300
2/18/15,W,833785,707746,1541531
2/1/15,U,293689,270615,564304
3/29/15,U,362329,325865,688194
3/1/15,U,383971,293964,677935
3/7/15,A,585771,427330,1013101
3/2/15,W,912384,715945,1628329
3/12/15,W,953310,790210,1743520
3/5/15,W,909192,744229,1653421
3/23/15,W,817246,693264,1510510
3/27/15,W,888293,726738,1615031
3/19/15,W,928929,771127,1700056
3/16/15,W,939583,768218,1707801
3/10/15,W,953173,767551,1720724
3/15/15,U,432055,362045,794100
3/28/15,A,539031,429689,968720
3/13/15,W,950690,801547,1752237
3/3/15,W,904439,735951,1640390
3/26/15,W,925361,736687,1662048
3/21/15,A,566447,447493,1013940
3/11/15,W,955083,778171,1733254
3/20/15,W,932331,760906,1693237
3/24/15,W,904344,727888,1632232
3/14/15,A,605758,673707,1279465
3/18/15,W,937056,771625,1708681
3/22/15,U,383134,306283,689417
3/30/15,W,903992,736692,1640684
3/8/15,U,399324,309962,709286
3/31/15,W,922487,753405,1675892
3/6/15,W,909446,732902,1642348
3/17/15,W,934438,770081,1704519
3/9/15,W,935951,752995,1688946
3/25/15,W,916538,734311,1650849
3/4/15,W,928771,750369,1679140
5/9/15,A,572064,455436,1027500
4/12/15,U,410420,332334,742754
5/8/15,W,916218,780602,1696820
5/20/15,W,906942,760399,1667341
4/22/15,W,925517,780432,1705949
4/23/15,W,935537,799888,1735425
5/5/15,W,918652,769751,1688403
5/1/15,W,993931,835711,1829642
5/16/15,A,561092,493377,1054469
5/28/15,W,925094,787104,1712198
4/18/15,A,599954,503902,1103856
4/29/15,W,934550,793551,1728101
5/3/15,U,435591,379014,814605
4/16/15,W,890058,791213,1681271
4/24/15,W,912926,782626,1695552
5/2/15,A,629640,548837,1178477
5/23/15,A,575386,501879,1077265
4/4/15,A,582015,427101,1009116
5/22/15,W,908692,760362,1669054
5/18/15,W,908842,761991,1670833
5/19/15,W,902867,759919,1662786
4/5/15,U,393690,327292,720982
5/17/15,U,415263,373832,789095
4/28/15,W,941909,789018,1730927
4/27/15,W,925541,769888,1695429
4/21/15,W,931681,779658,1711339
5/21/15,W,921476,784762,1706238
4/10/15,W,828661,757159,1585820
4/6/15,W,807389,711923,1519312
5/30/15,A,481814,428464,910278
4/11/15,A,586791,469045,1055836
5/31/15,U,388866,351159,740025
4/26/15,U,419729,352658,772387
5/13/15,W,926402,784501,1710903
4/9/15,W,748326,711033,1459359
5/26/15,W,878946,743291,1622237
5/27/15,W,921204,783749,1704953
5/10/15,U,385323,315215,700538
5/24/15,U,401488,366008,767496
4/1/15,W,974353,784085,1758438
5/4/15,W,933337,756442,1689779
4/20/15,W,907393,762726,1670119
4/2/15,W,897550,761806,1659356
4/19/15,U,394676,338222,732898
4/14/15,W,946490,796083,1742573
4/3/15,W,814328,681130,1495458
5/29/15,W,892551,800510,1693061
4/25/15,A,496407,435893,932300
5/12/15,W,904654,770185,1674839
4/17/15,W,936814,818272,1755086
5/7/15,W,956437,810302,1766739
4/15/15,W,904861,796244,1701105
5/11/15,W,869148,743353,1612501
4/13/15,W,908654,767492,1676146
5/25/15,U,397951,357227,755178
4/8/15,W,822289,750275,1572564
5/6/15,W,951886,789988,1741874
5/15/15,W,921190,804671,1725861
5/14/15,W,912634,795093,1707727
4/30/15,W,923564,817167,1740731
4/7/15,W,813597,727328,1540925
6/6/15,A,606641,511352,1117993
6/17/15,W,869500,775968,1645468
6/24/15,W,821308,787858,1609166
6/15/15,W,817931,774439,1592370
6/3/15,W,964899,794693,1759592
6/1/15,W,942997,757975,1700972
6/22/15,W,759346,731448,1490794
6/10/15,W,915049,801607,1716656
6/4/15,W,938834,797464,1736298
6/8/15,W,891851,759176,1651027
6/12/15,W,854059,812194,1666253
6/19/15,W,893122,813552,1706674
6/18/15,W,867529,914768,1782297
6/23/15,W,840211,794064,1634275
6/26/15,W,773954,748661,1522615
6/14/15,U,419317,407107,826424
6/7/15,U,388946,337748,726694
6/9/15,W,932006,792806,1724812
6/21/15,U,439513,390557,830070
6/27/15,A,570969,509237,1080206
6/30/15,W,835118,751277,1586395
6/20/15,A,563855,500734,1064589
6/29/15,W,797072,730941,1528013
6/13/15,A,590950,566965,1157915
6/28/15,U,439944,577866,1017810
6/25/15,W,808260,791423,1599683
6/2/15,W,933346,779073,1712419
6/11/15,W,898644,811432,1710076
6/16/15,W,911783,818185,1729968
6/5/15,W,919157,784462,1703619
8/9/15,U,414942,384961,799903
7/16/15,W,802468,762144,1564612
8/12/15,W,817244,772367,1589611
8/21/15,W,829744,785707,1615451
8/8/15,A,577878,534305,1112183
7/27/15,W,820529,760311,1580840
8/29/15,A,520511,468675,989186
8/2/15,U,425896,469421,895317
8/5/15,W,831758,765442,1597200
8/1/15,A,574270,587633,1161903
8/14/15,W,813718,760558,1574276
8/20/15,W,820929,778440,1599369
7/8/15,W,848028,813381,1661409
7/17/15,W,822257,809549,1631806
8/27/15,W,858460,803728,1662188
7/31/15,W,834790,871817,1706607
7/23/15,W,844483,783822,1628305
8/26/15,W,860821,774429,1635250
8/28/15,W,841111,770482,1611593
8/16/15,U,448872,420453,869325
7/15/15,W,859672,775047,1634719
7/9/15,W,856253,834100,1690353
7/7/15,W,834983,794300,1629283
7/29/15,W,814733,820373,1635106
8/3/15,W,833632,751771,1585403
7/22/15,W,844761,785763,1630524
8/10/15,W,772518,716242,1488760
8/31/15,W,836125,771622,1607747
7/1/15,W,886380,762718,1649098
7/20/15,W,819425,749387,1568812
8/19/15,W,801496,768950,1570446
7/28/15,W,827024,782394,1609418
8/23/15,U,412542,393966,806508
8/11/15,W,823620,770361,1593981
8/30/15,U,417777,371923,789700
7/25/15,A,573827,539665,1113492
7/21/15,W,848416,782194,1630610
8/6/15,W,825012,795399,1620411
7/3/15,U,602599,612736,1215335
7/6/15,W,816338,770918,1587256
7/18/15,A,529845,515769,1045614
8/13/15,W,817948,790163,1608111
7/30/15,W,825894,811903,1637797
7/5/15,U,427090,435680,862770
7/2/15,W,850667,773838,1624505
8/17/15,W,775836,708821,1484657
7/13/15,W,784509,727235,1511744
8/4/15,W,839704,762573,1602277
7/4/15,A,508110,545727,1053837
7/12/15,U,457477,468153,925630
7/10/15,W,858745,851630,1710375
8/24/15,W,824140,774207,1598347
7/24/15,W,830024,818410,1648434
7/26/15,U,419005,402975,821980
7/11/15,A,575848,560642,1136490
8/25/15,W,838405,768794,1607199
7/19/15,U,440059,443655,883714
7/14/15,W,836909,760527,1597436
8/18/15,W,782272,745246,1527518
8/15/15,A,567544,517393,1084937
8/22/15,A,582295,519930,1102225
8/7/15,W,831076,798253,1629329
10/18/15,U,415455,392712,808167
9/7/15,U,419206,362421,781627
9/13/15,U,423559,417183,840742
9/28/15,W,929278,829791,1759069
10/25/15,U,415182,368100,783282
9/9/15,W,966510,821823,1788333
10/1/15,W,993576,848050,1841626
10/9/15,W,931769,854606,1786375
9/5/15,A,571868,528694,1100562
10/31/15,A,500004,418362,918366
10/30/15,W,949185,840246,1789431
9/19/15,A,558990,557919,1116909
10/12/15,W,759254,776968,1536222
9/18/15,W,895702,853094,1748796
9/16/15,W,956622,840594,1797216
10/19/15,W,930236,819286,1749522
10/24/15,A,556146,492083,1048229
10/27/15,W,916953,824772,1741725
10/26/15,W,929741,805144,1734885
9/17/15,W,927771,851514,1779285
10/29/15,W,916453,837868,1754321
10/2/15,W,981039,837159,1818198
9/6/15,U,452841,452445,905286
9/2/15,W,882052,792561,1674613
10/6/15,W,967808,831137,1798945
10/22/15,W,942983,852957,1795940
10/28/15,W,910794,826173,1736967
9/1/15,W,909864,799606,1709470
9/20/15,U,433770,428858,862628
9/11/15,W,924272,872323,1796595
9/22/15,W,947566,842632,1790198
10/4/15,U,417529,371950,789479
10/15/15,W,946290,860809,1807099
10/14/15,W,954519,845066,1799585
9/8/15,W,885886,756110,1641996
10/3/15,A,571153,488574,1059727
10/21/15,W,955633,882188,1837821
9/29/15,W,914286,822855,1737141
9/25/15,W,951827,863209,1815036
9/26/15,A,598862,565634,1164496
10/17/15,A,578160,546096,1124256
9/14/15,W,930582,803746,1734328
10/16/15,W,936818,855252,1792070
9/21/15,W,935471,837061,1772532
9/24/15,W,942518,835403,1777921
10/23/15,W,915489,828812,1744301
10/8/15,W,959798,851423,1811221
10/11/15,U,400140,558033,958173
10/10/15,A,577667,541173,1118840
10/5/15,W,948999,805091,1754090
9/3/15,W,907453,800062,1707515
9/27/15,U,422542,406802,829344
10/20/15,W,950953,875792,1826745
9/12/15,A,553239,530282,1083521
9/15/15,W,956026,853826,1809852
9/10/15,W,928707,823661,1752368
9/4/15,W,869966,802219,1672185
9/30/15,W,946374,835001,1781375
10/13/15,W,947941,873747,1821688
9/23/15,W,942933,838495,1781428
10/7/15,W,970204,854361,1824565
11/28/15,A,459598,396926,856524
11/7/15,A,573470,496404,1069874
11/18/15,W,893671,808901,1702572
11/13/15,W,837532,804273,1641805
11/3/15,W,987382,830460,1817842
11/17/15,W,880013,801291,1681304
11/23/15,W,877236,781545,1658781
11/30/15,W,870662,756626,1627288
11/24/15,W,898177,805812,1703989
11/1/15,U,436791,378873,815664
11/2/15,W,940464,817657,1758121
11/11/15,W,755234,738828,1494062
11/8/15,U,414784,379185,793969
11/6/15,W,925054,832872,1757926
11/5/15,W,942300,851684,1793984
11/27/15,W,443089,410220,853309
11/21/15,A,429624,469943,899567
11/22/15,U,356953,338408,695361
11/9/15,W,923927,811177,1735104
11/4/15,W,956176,842035,1798211
11/12/15,W,879349,820988,1700337
11/25/15,W,735265,667707,1402972
11/10/15,W,940362,832141,1772503
11/15/15,U,411704,352488,764192
11/20/15,W,894949,812590,1707539
11/26/15,U,288282,234285,522567
11/19/15,W,884290,811595,1695885
11/14/15,A,545554,475091,1020645
11/16/15,W,908305,797597,1705902
11/29/15,U,365314,312990,678304
12/3/15,W,940609,807065,1747674
12/15/15,W,884506,755882,1640388
12/25/15,U,231718,162100,393818
12/8/15,W,910018,775695,1685713
12/31/15,W,604409,565772,1170181
12/18/15,W,846033,738908,1584941
12/7/15,W,898172,758242,1656414
12/21/15,W,696473,644071,1340544
12/5/15,A,566882,501339,1068221
12/23/15,W,654312,571814,1226126
12/10/15,W,909606,796080,1705686
12/12/15,A,541305,491199,1032504
12/16/15,W,871638,755292,1626930
12/6/15,U,411174,360066,771240
12/30/15,W,636706,585337,1222043
12/1/15,W,949925,794768,1744693
12/4/15,W,930083,815301,1745384
12/9/15,W,916281,789224,1705505
12/26/15,A,387357,292832,680189
12/28/15,W,514171,484349,998520
12/2/15,W,906715,792020,1698735
12/22/15,W,722061,664559,1386620
12/14/15,W,849106,728299,1577405
12/17/15,W,864846,752203,1617049
12/27/15,U,334737,272169,606906
12/24/15,W,531521,378784,910305
12/19/15,A,506208,423960,930168
12/11/15,W,912854,801907,1714761
12/13/15,U,383666,344084,727750
12/20/15,U,392051,326681,718732
12/29/15,W,638221,571322,1209543
2/24/16,W,795160,725712,1520872
1/8/16,W,841494,732495,1573989
1/16/16,A,486797,404212,891009
1/9/16,A,469539,391597,861136
1/10/16,U,306896,263073,569969
2/6/16,A,522296,423602,945898
1/23/16,A,487975,416999,904974
1/26/16,W,872768,764023,1636791
2/16/16,W,883108,764147,1647255
2/25/16,W,855117,762858,1617975
1/11/16,W,753006,694734,1447740
1/15/16,W,858032,742622,1600654
1/12/16,W,760149,705694,1465843
2/8/16,W,856547,733387,1589934
1/21/16,W,873177,766262,1639439
2/22/16,W,869531,745072,1614603
2/1/16,W,926781,759849,1686630
1/5/16,W,846789,727716,1574505
2/2/16,W,833911,739247,1573158
1/7/16,W,846274,736809,1583083
2/3/16,W,925655,772821,1698476
1/14/16,W,859099,758116,1617215
2/7/16,U,377642,301141,678783
2/20/16,A,566721,464149,1030870
2/9/16,W,858961,752849,1611810
2/27/16,A,536678,455421,992099
2/19/16,W,887914,761996,1649910
1/27/16,W,882832,768241,1651073
2/4/16,W,901406,778227,1679633
1/24/16,U,352859,293804,646663
2/14/16,U,339238,314191,653429
1/4/16,W,829429,703185,1532614
1/28/16,W,877280,771161,1648441
2/29/16,W,862380,742972,1605352
2/13/16,A,438203,392095,830298
2/5/16,W,785587,731495,1517082
2/10/16,W,850090,742445,1592535
1/29/16,W,863548,751090,1614638
1/19/16,W,810646,727458,1538104
2/26/16,W,865397,749991,1615388
1/17/16,U,266532,241160,507692
2/21/16,U,378769,311190,689959
1/18/16,W,439597,405686,845283
1/3/16,U,340540,287661,628201
2/11/16,W,866884,752703,1619587
1/1/16,U,303321,319835,623156
2/12/16,W,820833,706242,1527075
2/23/16,W,890949,765309,1656258
1/22/16,W,841282,745168,1586450
1/30/16,A,510514,427874,938388
1/25/16,W,865486,751104,1616590
1/20/16,W,856911,758524,1615435
1/2/16,A,448859,365509,814368
1/6/16,W,853904,733167,1587071
1/13/16,W,787220,716663,1503883
1/31/16,U,358361,293056,651417
2/15/16,W,605584,548390,1153974
2/18/16,W,890627,773317,1663944
2/17/16,W,889758,766940,1656698
2/28/16,U,385121,323758,708879
3/19/16,A,520426,438020,958446
3/27/16,U,342269,278098,620367
3/1/16,W,859775,741922,1601697
3/21/16,W,845669,707127,1552796
3/9/16,W,882030,768961,1650991
3/20/16,U,388282,318670,706952
3/10/16,W,888084,780687,1668771
3/28/16,W,842760,731858,1574618
3/16/16,W,876232,779846,1656078
3/23/16,W,838201,714672,1552873
3/29/16,W,891134,766072,1657206
3/8/16,W,902888,781301,1684189
3/24/16,W,770638,689517,1460155
3/22/16,W,863201,727343,1590544
3/11/16,W,886599,797977,1684576
3/18/16,W,875707,765919,1641626
3/25/16,W,722960,650870,1373830
3/31/16,W,832775,758014,1590789
3/15/16,W,887592,769441,1657033
3/2/16,W,878633,760062,1638695
3/3/16,W,882188,764033,1646221
3/26/16,A,518549,415919,934468
3/13/16,U,332203,303129,635332
3/6/16,U,393610,327173,720783
3/4/16,W,883059,754750,1637809
3/5/16,A,503983,421193,925176
3/30/16,W,860700,750353,1611053
3/14/16,W,870740,766595,1637335
3/7/16,W,866171,739174,1605345
3/17/16,W,891580,793590,1685170
3/12/16,A,542246,605182,1147428
4/11/16,W,878043,789042,1667085
4/10/16,U,345627,301954,647581
4/24/16,U,397080,343644,740724
4/8/16,W,782419,753786,1536205
4/2/16,A,492072,406616,898688
4/30/16,A,474138,416588,890726
4/20/16,W,774694,745040,1519734
4/16/16,A,554744,505299,1060043
4/13/16,W,850705,796616,1647321
4/18/16,W,785035,732335,1517370
4/14/16,W,863513,805071,1668584
4/25/16,W,854155,751951,1606106
4/27/16,W,856722,782591,1639313
4/6/16,W,851050,763128,1614178
4/7/16,W,867670,786281,1653951
4/15/16,W,881603,806015,1687618
4/21/16,W,768704,754746,1523450
4/5/16,W,898889,774877,1673766
4/17/16,U,409732,376485,786217
4/1/16,W,848592,767974,1616566
4/26/16,W,862743,782134,1644877
4/19/16,W,765854,741141,1506995
4/28/16,W,851720,821158,1672878
4/12/16,W,886265,777658,1663923
4/3/16,U,396042,345432,741474
4/29/16,W,893284,815629,1708913
4/23/16,A,503944,445282,949226
4/4/16,W,857791,741710,1599501
4/22/16,W,745475,721051,1466526
4/9/16,A,509980,446082,956062
6/12/16,U,409577,414048,823625
7/15/16,W,769172,804635,1573807
5/14/16,A,497514,455838,953352
5/6/16,W,877873,814758,1692631
5/20/16,W,834308,756160,1590468
5/24/16,W,854725,767439,1622164
7/30/16,A,503786,576267,1080053
5/26/16,W,853656,775073,1628729
5/13/16,W,852594,787476,1640070
5/27/16,W,808244,757981,1566225
7/22/16,W,745409,747479,1492888
6/9/16,W,828551,789678,1618229
6/16/16,W,832864,777260,1610124
7/5/16,W,769179,735491,1504670
6/5/16,U,415836,395977,811813
5/9/16,W,815440,736551,1551991
5/21/16,A,513934,460385,974319
7/19/16,W,795162,797424,1592586
6/22/16,W,707452,755165,1462617
7/16/16,A,529240,528345,1057585
7/8/16,W,786823,790177,1577000
6/7/16,W,863284,795251,1658535
5/11/16,W,873275,804156,1677431
7/10/16,U,409685,397778,807463
6/13/16,W,827684,760210,1587894
6/18/16,A,526402,520856,1047258
7/29/16,W,739138,868062,1607200
5/8/16,U,393146,357946,751092
6/1/16,W,872679,788650,1661329
6/24/16,W,762562,781653,1544215
6/25/16,A,531261,506223,1037484
7/7/16,W,769513,774128,1543641
7/26/16,W,786060,777948,1564008
6/23/16,W,757817,760840,1518657
6/11/16,A,530558,542809,1073367
5/15/16,U,384799,360008,744807
6/30/16,W,763112,783020,1546132
5/2/16,W,878407,751259,1629666
6/20/16,W,785446,762810,1548256
7/4/16,U,393858,410925,804783
7/13/16,W,762764,742502,1505266
5/12/16,W,849532,775198,1624730
5/17/16,W,839788,748287,1588075
5/31/16,W,801439,753953,1555392
7/2/16,A,530654,448200,978854
6/27/16,W,753543,723488,1477031
6/19/16,U,405719,396078,801797
6/10/16,W,862529,853441,1715970
7/24/16,U,370394,346616,717010
6/3/16,W,892290,824890,1717180
7/6/16,W,771626,788995,1560621
5/4/16,W,879217,767760,1646977
5/1/16,U,376131,334275,710406
6/6/16,W,854036,762707,1616743
5/29/16,U,409978,430982,840960
5/7/16,A,512770,484312,997082
7/17/16,U,372190,409174,781364
5/22/16,U,393684,357897,751581
7/18/16,W,774239,768719,1542958
5/25/16,W,833427,754244,1587671
7/21/16,W,737845,753156,1491001
5/28/16,A,500775,532343,1033118
7/9/16,A,536269,515738,1052007
5/18/16,W,856701,757395,1614096
6/15/16,W,845450,786422,1631872
7/23/16,A,472199,457178,929377
7/20/16,W,788803,794496,1583299
6/29/16,W,774728,754918,1529646
7/27/16,W,789537,831925,1621462
6/21/16,W,834157,810149,1644306
6/14/16,W,834141,778823,1612964
5/16/16,W,836089,730287,1566376
6/26/16,U,380689,453679,834368
5/30/16,U,394914,389143,784057
7/12/16,W,782892,749136,1532028
7/11/16,W,769128,739158,1508286
7/25/16,W,757860,744827,1502687
7/1/16,W,798706,726939,1525645
6/8/16,W,866785,791667,1658452
5/19/16,W,855438,772464,1627902
5/10/16,W,827322,761469,1588791
5/23/16,W,839566,748976,1588542
6/17/16,W,832088,818467,1650555
6/4/16,A,504778,462308,967086
7/3/16,U,415172,376896,792068
6/2/16,W,873112,815928,1689040
6/28/16,W,771611,748753,1520364
5/3/16,W,879141,769834,1648975
7/28/16,W,745499,867964,1613463
7/31/16,U,400504,472314,872818
5/5/16,W,898541,818665,1717206
7/14/16,W,794813,775495,1570308
10/28/16,W,894311,918735,1813046
8/1/16,W,805970,779020,1584990
9/24/16,A,539037,529457,1068494
9/20/16,W,895184,826518,1721702
10/13/16,W,896918,828891,1725809
10/7/16,W,888731,877814,1766545
10/11/16,W,884539,805839,1690378
10/24/16,W,869861,779618,1649479
10/20/16,W,880209,812195,1692404
10/26/16,W,824006,782126,1606132
9/13/16,W,904869,811807,1716676
9/28/16,W,855499,787727,1643226
9/29/16,W,870533,799130,1669663
9/6/16,W,910863,760434,1671297
10/6/16,W,858960,817595,1676555
10/12/16,W,847394,785404,1632798
10/5/16,W,915987,815309,1731296
8/24/16,W,751955,721826,1473781
8/4/16,W,783253,755236,1538489
9/8/16,W,882599,797585,1680184
10/18/16,W,901884,810090,1711974
8/19/16,W,743211,718317,1461528
8/31/16,W,815110,779334,1594444
8/10/16,W,777389,765854,1543243
10/17/16,W,890736,791317,1682053
8/16/16,W,762943,764267,1527210
8/15/16,W,718167,688590,1406757
8/28/16,U,395954,343853,739807
8/6/16,A,539382,467180,1006562
9/5/16,U,399846,347259,747105
10/27/16,W,892963,822190,1715153
8/9/16,W,781438,769199,1550637
10/23/16,U,388470,366503,754973
8/17/16,W,759254,747942,1507196
8/26/16,W,797432,768053,1565485
10/29/16,A,539098,627116,1166214
9/25/16,U,394810,380403,775213
8/5/16,W,779186,747672,1526858
9/2/16,W,838151,777158,1615309
10/9/16,U,368515,528189,896704
10/16/16,U,385574,403090,788664
8/27/16,A,501883,451497,953380
9/10/16,A,510845,465562,976407
10/25/16,W,876768,801123,1677891
9/4/16,U,427194,421479,848673
8/18/16,W,740297,743427,1483724
10/3/16,W,912435,775906,1688341
8/12/16,W,700723,715035,1415758
10/10/16,W,714940,708958,1423898
9/21/16,W,863211,814264,1677475
9/22/16,W,897609,814897,1712506
8/8/16,W,759970,707087,1467057
10/15/16,A,542187,535567,1077754
10/1/16,A,511504,445272,956776
9/30/16,W,889641,787112,1676753
10/21/16,W,867704,800137,1667841
9/15/16,W,907872,862105,1769977
8/13/16,A,522972,488035,1011007
10/31/16,W,860741,797545,1658286
9/17/16,A,537329,524421,1061750
9/26/16,W,884989,787408,1672397
10/4/16,W,919088,799529,1718617
8/20/16,A,480928,445798,926726
9/1/16,W,847144,784336,1631480
8/14/16,U,402523,380801,783324
10/30/16,U,377290,446582,823872
9/27/16,W,889769,795780,1685549
10/14/16,W,892797,818230,1711027
8/29/16,W,781400,750329,1531729
9/19/16,W,894210,816014,1710224
9/7/16,W,885587,785121,1670708
9/3/16,A,542836,509314,1052150
9/16/16,W,889307,843488,1732795
10/8/16,A,537610,546072,1083682
9/9/16,W,879935,784678,1664613
8/22/16,W,764690,744165,1508855
9/18/16,U,401077,402811,803888
8/11/16,W,767967,775031,1542998
8/30/16,W,791868,767220,1559088
8/7/16,U,398288,355693,753981
10/22/16,A,533242,566999,1100241
9/12/16,W,886146,784139,1670285
9/23/16,W,880748,832417,1713165
10/19/16,W,895104,807016,1702120
8/21/16,U,417057,396317,813374
8/25/16,W,775862,737801,1513663
8/23/16,W,784341,744176,1528517
9/14/16,W,898125,812240,1710365
9/11/16,U,397693,354732,752425
8/3/16,W,822281,785246,1607527
8/2/16,W,795778,779493,1575271
10/2/16,U,391845,351589,743434
11/6/16,U,406215,380648,786863
11/9/16,W,865500,817596,1683096
11/8/16,W,880506,791870,1672376
11/14/16,W,862939,775439,1638378
11/23/16,W,661576,624827,1286403
11/4/16,W,798901,1146516,1945417
11/13/16,U,369986,338339,708325
11/21/16,W,844666,758214,1602880
11/22/16,W,837828,756704,1594532
11/7/16,W,887002,809878,1696880
11/19/16,A,477472,501156,978628
11/27/16,U,343504,302029,645533
11/17/16,W,873693,811240,1684933
11/24/16,U,266241,219875,486116
11/30/16,W,852623,768149,1620772
11/12/16,A,500583,474411,974994
11/29/16,W,871577,771348,1642925
11/1/16,W,931276,815318,1746594
11/5/16,A,536579,531687,1068266
11/25/16,W,496285,411245,907530
11/10/16,W,842332,807250,1649582
11/3/16,W,919828,891357,1811185
11/28/16,W,801243,720824,1522067
11/20/16,U,345895,315179,661074
11/11/16,W,715260,721083,1436343
11/15/16,W,881225,797235,1678460
11/18/16,W,819907,792361,1612268
11/2/16,W,866812,842885,1709697
11/26/16,A,441384,383042,824426
11/16/16,W,884662,801320,1685982
12/2/16,W,882063,780569,1662632
12/4/16,U,333825,312904,646729
12/3/16,A,517756,456762,974518
12/19/16,W,650356,607020,1257376
12/29/16,W,593626,532909,1126535
12/28/16,W,611176,537443,1148619
12/16/16,W,744691,690845,1435536
12/1/16,W,885401,779287,1664688
12/9/16,W,806718,730968,1537686
12/27/16,W,575294,490822,1066116
12/5/16,W,841336,735184,1576520
12/11/16,U,309743,291688,601431
12/21/16,W,770713,665402,1436115
12/13/16,W,785276,714038,1499314
12/22/16,W,747188,635174,1382362
12/6/16,W,859470,745095,1604565
12/12/16,W,787062,702745,1489807
12/25/16,U,199220,131542,330762
12/18/16,U,270767,253184,523951
12/23/16,W,676407,516584,1192991
12/24/16,A,391140,253926,645066
12/30/16,W,628159,524474,1152633
12/20/16,W,758686,668762,1427448
12/10/16,A,472855,424387,897242
12/17/16,A,445779,394366,840145
12/15/16,W,617119,624213,1241332
12/26/16,U,380189,292312,672501
12/14/16,W,734884,688959,1423843
12/8/16,W,790418,724726,1515144
12/7/16,W,831766,745626,1577392
12/31/16,A,433952,361268,795220
3/7/17,W,862784,751315,1614099
3/18/17,A,473609,404779,878388
1/3/17,W,690503,650650,1341153
3/28/17,W,846658,748201,1594859
1/8/17,U,290096,244060,534156
1/22/17,U,331138,272268,603406
3/12/17,U,336952,292240,629192
3/10/17,W,816750,730837,1547587
2/20/17,W,623736,557822,1181558
3/8/17,W,858498,751336,1609834
1/30/17,W,806014,715290,1521304
1/1/17,U,277926,292472,570398
3/20/17,W,802404,690624,1493028
1/15/17,U,328355,280852,609207
1/13/17,W,771359,698254,1469613
1/25/17,W,831467,743587,1575054
2/4/17,A,461743,370873,832616
1/20/17,W,798511,731616,1530127
3/13/17,W,761376,703982,1465358
2/27/17,W,837214,720932,1558146
3/19/17,U,371042,304418,675460
3/4/17,A,487500,401568,889068
2/3/17,W,782899,690415,1473314
3/14/17,W,712423,727042,1439465
3/24/17,W,821828,715787,1537615
3/17/17,W,804320,732007,1536327
3/6/17,W,823084,703811,1526895
2/12/17,U,358101,296805,654906
1/4/17,W,636491,639970,1276461
1/14/17,A,429614,363554,793168
3/29/17,W,837430,745915,1583345
1/11/17,W,803730,714551,1518281
1/17/17,W,829925,737976,1567901
1/21/17,A,488902,582031,1070933
1/18/17,W,835362,742180,1577542
2/1/17,W,883845,750500,1634345
1/10/17,W,773792,711194,1484986
2/14/17,W,870130,752585,1622715
1/29/17,U,304565,274728,579293
3/25/17,A,414644,356083,770727
2/18/17,A,512205,447059,959264
3/11/17,A,459826,493451,953277
3/23/17,W,802941,708026,1510967
3/15/17,W,822423,748703,1571126
2/10/17,W,832724,720483,1553207
3/22/17,W,816876,706282,1523158
2/21/17,W,848951,741773,1590724
3/16/17,W,827779,758060,1585839
2/5/17,U,351708,282731,634439
3/9/17,W,841498,748709,1590207
1/19/17,W,823901,743065,1566966
2/25/17,A,449817,374595,824412
2/28/17,W,823654,730508,1554162
1/6/17,W,591800,600277,1192077
